Date,Close,High,Low,Open,Volume
2015-01-02,24.21489715576172,24.682229515795985,23.77635716808021,24.671154616541337,212818400
2015-01-05,23.532726287841797,24.064289384302135,23.346680133466553,23.98455483534346,257142000
2015-01-06,23.534936904907227,23.794073292366384,23.173916188735014,23.59695227731193,263188400
2015-01-07,23.864948272705078,23.964615594214823,23.632388936126123,23.743131155489024,160423600
2015-01-08,24.78189468383789,24.8394811133024,24.075358755914475,24.192746932459276,237458000
2015-01-09,24.808469772338867,25.083109973520873,24.409797149823067,24.954648607400006,214798000
2015-01-12,24.197175979614258,24.945792806630894,24.09750865378446,24.939148543547873,198603200
2015-01-13,24.412012100219727,24.98344228730691,24.121868061955624,24.68000803529737,268367600
2015-01-14,24.318986892700195,24.471809973965815,24.03105650747729,24.150658281810262,195826400
2015-01-15,23.65896987915039,24.376579054271453,23.623533244347932,24.363290527444573,240056000
2015-01-16,23.475133895874023,23.82729501276512,23.300160996132067,23.705477902251076,314053200
2015-01-20,24.079784393310547,24.13515549366684,23.58808875177998,23.8848770385896,199599600
2015-01-21,24.26361656188965,24.598056787392125,23.98011511203048,24.130724570790218,194303600
2015-01-22,24.89484977722168,24.91035361942313,24.30127144897852,24.42087324158633,215185600
2015-01-23,25.02330780029297,25.193850041682097,24.702154412260157,24.87269834344113,185859200
2015-01-26,25.04988670349121,25.328957536245927,24.983442393649014,25.191636592238247,222460000
2015-01-27,24.17281723022461,24.912576309397437,24.148453801013396,24.899286090868777,382274800
2015-01-28,25.53936767578125,26.161740038857733,25.53936767578125,26.053211457485503,585908400
2015-01-29,26.334497451782227,26.39872813532269,25.59473862220585,25.763067251836308,337745600
2015-01-30,25.949111938476562,26.57812679485473,25.880450628531435,26.22375210888169,334982000
2015-02-02,26.274694442749023,26.394296224615175,25.709910222027197,26.14623477167078,250956400
2015-02-03,26.279132843017578,26.376584861276278,26.048788790219216,26.245909834382662,207662800
2015-02-04,26.48067855834961,26.691089785876024,26.20382301407181,26.24590559753552,280598800
2015-02-05,26.669681549072266,26.734165723731444,26.51625362672937,26.687468941440304,168984800
2015-02-06,26.445098876953125,26.738612055777654,26.338366040807443,26.687468849685565,174826400
2015-02-09,26.620765686035156,26.64744762610821,26.33392295502217,26.36060659155632,155559200
2015-02-10,27.132190704345703,27.161098402837805,26.718605344105995,26.720827708250635,248034000
2015-02-11,27.76813316345215,27.777027708402922,27.238920462338385,27.29895652017989,294247200
2015-02-12,28.119461059570312,28.346267722765855,27.921562092612835,28.030517303345807,297898000
2015-02-13,28.25732421875,28.301795249028654,27.939351432520557,28.301795249028654,217088800
2015-02-17,28.424091339111328,28.657568474541197,28.221744262210645,28.348488556639758,252609600
2015-02-18,28.62199592590332,28.63533689747999,28.33959958681433,28.379624198005633,179566800
2015-02-19,28.561954498291016,28.690922861865086,28.535272558559186,28.568624983223973,149449600
2015-02-20,28.795429229736328,28.795429229736328,28.4730100443584,28.59975264035525,195793600
2015-02-23,29.573684692382812,29.573684692382812,28.831008011401682,28.91105721846636,283896400
2015-02-24,29.389123916625977,29.707098350862747,29.166765406194134,29.560340919676545,276912400
2015-02-25,28.63755989074707,29.262390347666056,28.495250535932684,29.253494104471162,298846800
2015-02-26,28.999998092651367,29.10005874917597,28.152812664929638,28.637552615299487,365150000
2015-02-27,28.564180374145508,29.033357042942402,28.515261222485382,28.90661104284422,248059200
2015-03-02,28.704261779785156,28.968868972950617,28.528600034237698,28.739839958832356,192386800
2015-03-03,28.764301300048828,28.799879481281902,28.481905000009753,28.67535923988826,151265200
2015-03-04,28.581966400146484,28.808773070180983,28.53305064084708,28.706490037661048,126665200
2015-03-05,28.10834312438965,28.628661280150922,27.963809737857854,28.590860736485048,226068400
2015-03-06,28.150590896606445,28.76652330753673,28.074989807114648,28.55083525175208,291368400
2015-03-09,28.27066421508789,28.81099722348831,27.808158051686863,28.452998147289698,354114000
2015-03-10,27.68586540222168,28.288456909775928,27.52799102465237,28.108347014999616,275426400
2015-03-11,27.181106567382812,27.74367338378652,27.15220056885229,27.739226959574506,275756000
2015-03-12,27.672517776489258,27.77258013068387,27.045466803421156,27.196670668382446,193450800
2015-03-13,27.481292724609375,27.883762858746906,27.2567118077468,27.661404305960183,207309200
2015-03-16,27.783700942993164,27.783700942993164,27.321196435001667,27.54577735550877,143497200
2015-03-17,28.248430252075195,28.31069037432514,27.93935200486218,27.994941642079787,204092400
2015-03-18,28.566402435302734,28.719830373617224,28.09944983193032,28.239535104003725,261083600
2015-03-19,28.35071563720703,28.739843106737325,28.328480121097527,28.62866382972867,183238000
2015-03-20,27.99494171142578,28.55083638851777,27.830396859863175,28.517483963273463,274780400
2015-03-23,28.28623390197754,28.428543253152814,28.1328059435543,28.266222444684743,150838800
2015-03-24,28.170602798461914,28.470784779166674,28.14169510373466,28.290676608620394,131369200
2015-03-25,27.434595108032227,28.199509002111668,27.434595108032227,28.13724888449329,206620800
2015-03-26,27.625825881958008,27.76813521878184,27.261157994289306,27.29673617672582,190291600
2015-03-27,27.405691146850586,27.728110364111448,27.33009005453991,27.699204363485794,158184800
2015-03-30,28.099451065063477,28.10612155024622,27.57246068163208,27.58357928791074,188398800
